Str. Nr.;Straße (Katalog);Absch-Nr.;Straßenkürzel;Klassifizierung;Straßentyp;Länge
4279;Lindenhof;12395;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.085
1037;Wichernweg;7954;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.039
1632;F1,G1;4937;;Gemeindestraße;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.07200000000000001
480;Waldblick;7900;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.075
4279;Lindenhof;12401;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.019
632;Fronäckerstraße;7665;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.029
4279;Lindenhof;12399;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.092
632;Fronäckerstraße;7661;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.009000000000000001
4279;Lindenhof;12389;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.20600000000000002
14309;Freyaplatz;32629;;Platz;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.089
4274;Lindenhof;12301;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.08
632;Fronäckerstraße;7662;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.02
1633;F1,Q1;4938;;Fußgängerzone;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.097
3553;Im Oberen Falltor;10056;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.101
176;Baiersbronner Winkel;11046;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.062
596;Hardenburgstraße;7824;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.098
4274;Lindenhof;12298;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.266
177;Alpirsbacher Weg;11045;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.025
788;Regenbogen;7816;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.039
4274;Lindenhof;12318;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.023
429;Ida-Dehmel-Ring;11280;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.163
2067;;6460;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.07200000000000001
789;Abendröte;7835;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.037
1165;Jakob-Faulhaber-Straße;3796;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.068
4289;Neckarstadt-Ost;12515;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.105
682;Planetenweg;7803;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.035
234;Sinsheimer Straße;11027;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
4077;;12839;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.013000000000000001
1000;Nietzschestraße;9689;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10200000000000001
1290;Brentanostraße;4013;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
1568;Zehntstraße;4916;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.114
2560;Waldhof-Gartenstadt;7646;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.067
486;Waldstraße;11258;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.189
47;Im Büchsenschall;9722;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.09
2569;Waldhof-Gartenstadt;7696;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.083
1194;Stargarder Weg;3900;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
1439;Riedfeldstraße;4908;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.049
1781;Rheinpromenade;11194;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.186
980;Am Durchlaß;3042;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.075
543;Adolf-Damaschke-Ring;9688;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.011
1250;Lissaer Weg;3879;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.168
1658;Rheinparkstraße;4983;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.047
348;Heuweg;12741;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.018000000000000002
1223;Bruno-Rüffer-Straße;3868;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.032
1656;Rennershofstraße;4988;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.021
4287;Hans-Böckler-Straße;12499;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.011
1190;Max-Winterhalter-Ring;3890;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.02
278;Wittenberger Weg;9667;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
4263;Neckarau;12845;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.033
1157;Blankenburger Weg;3861;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
999;Spinozastraße;9687;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.084
4287;Hans-Böckler-Straße;12503;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.06
1955;Werner-Nagel-Ring;11226;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.011
4263;Neckarau;12191;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.067
1528;Eichelsheimer Straße;4979;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.101
1238;Lerchenstraße;3821;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.126
1656;Rennershofstraße;4978;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.147
4263;Neckarau;12182;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.049
1234;Eugen-Sigrist-Weg;3814;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.12
4263;Neckarau;12189;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.012
1013;Rheingoldstraße;9829;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.445
1165;Jakob-Faulhaber-Straße;3817;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
4263;Neckarau;12213;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.01
1282;Stresemannstraße;3972;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.155
1485;Gärtnerstraße;4818;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.167
3768;Schaafeckweg;10504;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.431
1138;Eichendorffstraße;3837;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.183
4263;Neckarau;12204;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.011
1612;Fröhlichstraße;4894;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.096
4257;Seckenheim;12128;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.082
48;Rehpfad;9738;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08700000000000001
4257;Seckenheim;12132;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.003
1211;Erzbergerstraße;3840;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.052000000000000005
4257;Seckenheim;12136;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.058
1439;Riedfeldstraße;5137;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.05
1618;I4,K4;4923;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
4257;Seckenheim;12137;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.04
4257;Seckenheim;12133;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.017
3760;Binsenweg;10489;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.085
58;Lörracher Straße;11120;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.051000000000000004
4257;Seckenheim;12134;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.156
1242;Kobellstraße;3830;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
2613;Beim Teufelsberg;7748;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.161
4257;Seckenheim;12131;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.022
599;Sandrain;9596;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.033
3947;Feudenheim;10929;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.039
1242;Kobellstraße;3835;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
1665;Titiseestraße;5015;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14
3926;Feudenheim;10883;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.07100000000000001
1267;Fratrelstraße;3940;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.114
2756;Waldhof-Gartenstadt;8068;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.062
1613;Stockhornstraße;5047;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.153
4040;Heddesheimer Straße;11160;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.159
3923;Feudenheim;10877;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.032
4254;Kloppenheimer Straße;12103;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.108
1486;Humboldtstraße;4624;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.098
184;Kormoranstraße;10532;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
14401;Waldhof-Gartenstadt;32994;;Gemeindestraße;IVc eigenst. Radwege, Geh. und Radwege;0.127
1387;Loslauer Weg;4346;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
1483;Erlenstraße;4612;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.38
4264;Promenadenweg;12228;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.028
1394;Heilsberger Straße;4368;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.221
1530;Weinbietstraße;4688;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.082
4294;Theodor-Kutzer-Ufer;12573;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.095
4294;Theodor-Kutzer-Ufer;12576;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.091
1346;Sandhofer Straße;4355;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.011
3568;Schwabenstraße;10080;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.056
4294;Theodor-Kutzer-Ufer;12575;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.078
1184;Steubenstraße;4292;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
2833;Waldhof-Gartenstadt;8283;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.034
3583;Konrad-Zuse-Ring;10112;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.091
4298;Obere Riedstraße;12599;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.177
1286;Kopernikusstraße;4282;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.043000000000000003
1435;Alphornstraße;4521;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
2643;Käfertal;7810;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.049
1337;Nibelungenring;4319;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
2661;Käfertal;7845;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.063
2510;Bruno-Rüffer-Straße;7495;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.022
1339;Siegfriedstraße;4317;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.041
1426;Sensburger Weg;4495;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.123
1382;Guntherweg;4324;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
2659;Käfertal;7841;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.056
1438;Laurentiusstraße;4529;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
2665;Käfertal;7853;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.044
1305;Brunhildestraße;4310;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
1438;Laurentiusstraße;4531;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.079
1416;Haardtstraße;4459;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10400000000000001
3510;Lindenhof;11389;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.041
1555;Wilhelm-Leuschner-Straße;4774;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.124
2978;Käfertal;8705;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.065
1414;Donnersbergstraße;4460;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07100000000000001
2861;Links vom breiten Weg;8361;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.214
1013;Rheingoldstraße;4779;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.488
1423;Alfred-Delp-Straße;4482;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.132
3852;Links der Mannheimer Straße;10721;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.157
1555;Wilhelm-Leuschner-Straße;4768;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.112
3726;Links des Ilvesheimer Weges;10429;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.47300000000000003
216;Libellenweg;10295;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.059000000000000004
498;Andreas-Hofer-Straße;1610;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.079
1025;Große Holzgasse;9982;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.099
523;Am Schelmenbuckel;1602;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
1401;Schimperstraße;4403;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.126
1420;Carl-Goerdeler-Straße;4772;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.075
371;Seckenheimer Landstraße;1627;L637;Landesstraße Orstdurchfahrt;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.171
525;Wilhelmstraße;1624;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10300000000000001
1371;Tattersallstraße;4408;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
1569;Elfenstraße;4814;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.157
544;Scheffelstraße;1615;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.129
1386;Gryphiusweg;4376;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.179
437;Ziethenstraße;1613;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.089
1434;Gartenfeldstraße;4810;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.081
548;Körnerstraße;1621;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
1400;Stamitzstraße;4397;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.096
3501;Lindenhof;9940;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.044
1417;Pfalzplatz;9930;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14400000000000002
2733;Waldhof-Gartenstadt;8013;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.057
361;Eberswalder Weg;10398;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.171
1483;Erlenstraße;4800;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
632;Fronäckerstraße;2043;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.046
678;Freinsheimer Straße;2049;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.26
1404;Ludwig-Beck-Straße;4417;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.107
3539;Grenzweg;10027;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.073
647;Merkurweg;1997;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
161;Frankenstraße;10457;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.098
632;Fronäckerstraße;1989;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08700000000000001
1544;Gontardstraße;4730;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
586;Beim Johannkirchhof;1993;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.015
1340;Rastenburger Straße;4420;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.018000000000000002
1541;Meerfeldstraße;4743;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.20600000000000002
2711;Waldhof-Gartenstadt;7949;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.045
1406;Tarnowitzer Weg;4427;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.198
666;Tulpenstraße;2007;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.13
1881;Ziegelgasse;5570;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.138
247;Seckacher Straße;10652;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.023
1316;Posener Straße;4095;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.17500000000000002
1851;Bartholomäusstraße;5584;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
1314;Gondelplatz;4090;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
1863;Karlstraße;5561;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08700000000000001
1316;Posener Straße;4098;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.024
1881;Ziegelgasse;5600;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11900000000000001
257;Max-Hachenburg-Straße;10870;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.019
1891;Kirschgartshäuser Straße;5611;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.064
1261;Spiegelstraße;4109;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
3070;In der Anlage;9027;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.156
1495;S1,S2;4639;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.099
3118;Seckenheimer Landstraße;9140;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.217
234;Sinsheimer Straße;10983;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
1877;Birnbaumstraße;5507;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10300000000000001
