Str. Nr.;Straße (Katalog);Absch-Nr.;Straßenkürzel;Klassifizierung;Straßentyp;Länge
1705;D1,D2;5100;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.1
886;Philipp-Brunnemer-Weg;2771;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11900000000000001
2;Straßenheimer Weg;12887;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.15
876;Levkojenweg;2772;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11900000000000001
2;Straßenheimer Weg;11327;K9750;Kreisstraße Freie Strecke;IIIa Wohsammel- und Erschließungsstraßen;0.442
887;Fuchsienweg;2773;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07200000000000001
4111;Rheinfähre;11468;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.381
820;Landsknechtweg;2704;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.135
485;Bensheimer Straße;1398;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.435
1595;P1,P2;4871;;Fußgängerzone;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.036000000000000004
483;Beim Teufelsberg;1394;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.194
14397;;32990;;Platz;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.096
911;Frohe Arbeit;2826;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.295
1489;T1,U1;4633;;Fußgängerzone;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.07200000000000001
2651;Käfertal;7822;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.139
1113;Augartenstraße;3991;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.134
1295;Franz-Sigel-Straße;4026;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.088
4056;Waldstraße;11260;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
4362;;12956;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.115
834;Eichenhof;2578;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.028
1289;Gaußstraße;4008;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.117
815;Baldurstraße;2523;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
1301;Hans-Sachs-Ring;11182;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.099
4040;Heddesheimer Straße;11163;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14300000000000002
843;Altmühlstraße;2665;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07200000000000001
871;Brückeswasen;2670;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.107
2984;Käfertal;8772;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.024
1196;Kulmer Straße;3882;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08
787;Märker Querschlag;2678;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.121
1138;Eichendorffstraße;3952;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
1278;Hebelstraße;3962;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.20600000000000002
1240;Murgstraße;3826;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.036000000000000004
1235;Friedrich-Dürr-Straße;3816;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.005
1190;Max-Winterhalter-Ring;3813;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.054
1265;Geibelstraße;3939;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10400000000000001
1352;Hermann-Hesse-Straße;4359;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.021
597;Madenburgstraße;1802;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
247;Seckacher Straße;10624;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.036000000000000004
448;Hockenheimer Straße;1565;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.059000000000000004
247;Seckacher Straße;10605;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.013000000000000001
3041;Neckarstadt-West;8925;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.066
1336;Isoldestraße;8754;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
247;Seckacher Straße;10603;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.033
274;Hallenweg;6937;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.038
1381;Gralsstraße;4307;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.126
1337;Nibelungenring;4312;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07200000000000001
441;Schriesheimer Straße;7037;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.039
2644;Käfertal;7811;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.049
1300;Meistersingerstraße;8739;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.10400000000000001
1411;Lindenhofstraße;12334;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
2980;Käfertal;8713;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.068
219;Feldstraße;10886;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.043000000000000003
3209;Friedrichsfeld;9289;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.163
258;Max-von-Seubert-Straße;10919;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07100000000000001
3203;Friedrichsfeld;9280;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.178
1318;Thorner Straße;4104;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.278
4036;Libellenweg;12422;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.02
720;Stiller Weg;5816;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
1490;T1,T2;4634;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.097
1306;Hagenstraße;4059;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
684;Jägerstraße;8807;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.033
1337;Nibelungenring;4167;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.039
2903;Lange Allee;8478;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.627
326;Kirchbergstraße;5978;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.047
1011;Rathausstraße;3183;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.132
1962;Am Jüdischen Friedhof;5989;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.08700000000000001
4294;Theodor-Kutzer-Ufer;12562;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.1
801;Laubenheimer Straße;8838;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.045
4293;Theodor-Kutzer-Ufer;12554;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.081
2273;Kleiner Bruch;6429;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.038
168;Köthener Weg;8306;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
729;Morchfeldstraße;12272;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.05
964;Waldhornstraße;3298;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.06
1009;Katharinenstraße;3286;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.171
1007;Adlerstraße;3284;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.176
1038;Amalie-Sieveking-Weg;7975;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.046
1077;Kettelerweg;3320;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.076
4209;Leoniweg;11750;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.251
964;Waldhornstraße;3305;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.154
982;Schwingstraße;3304;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
2520;Albert-Fritz-Weg;7522;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.078
992;Cheliusstraße;3227;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.048
15;Straßburger Ring;11808;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.037
15;Straßburger Ring;11809;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.025
1339;Siegfriedstraße;8595;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.036000000000000004
1062;Fabrikstationstraße;3264;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.136
1000;Nietzschestraße;3250;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
899;Roteichenring;2942;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.067
1200;Nahestraße;8576;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
2140;Schaarwiese;6591;;Gemeindestraße;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.135
3129;Im Hinteren Rott;12747;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.039
2019;;6252;6/278;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.126
950;Weylstraße;2953;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.129
3442;Schulzenhecken;9812;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.09
3906;Feudenheim;10838;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.025
825;Korbangel;2906;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.084
1309;Robert-Schmoll-Weg;7524;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.038
2678;Lina-Kehl-Weg;12939;;Baustraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.068
4327;Otto-Beck-Straße;12647;;;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
3078;Feudenheim;9083;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.046
950;Weylstraße;3068;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.121
632;Fronäckerstraße;7655;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.017
2159;Hofgewann;6631;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.647
949;Jasminweg;2976;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.076
3447;Rottfeld;11272;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.376
1896;Kalthorststraße;12687;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.064
974;Heidestraße;3021;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.13
481;Waldgartenweg;12851;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.089
1120;August-Bebel-Straße;3623;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.039
1069;Wörthstraße;3668;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.145
1185;Obstgartenweg;3662;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.075
2264;Unterer Dossenwald;6916;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.096
1123;Germaniastraße;3656;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.066
3123;In den Herolden;9150;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.044
3066;Feudenheim;9019;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.02
503;Martinistraße;7882;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.011
2253;Unterer Dossenwald;6893;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.146
1566;Draisstraße;4904;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.167
1613;Stockhornstraße;4902;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.167
3700;Vogelstang;10375;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.078
1439;Riedfeldstraße;4909;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.048
2026;Auf den Kellereigraben;6267;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.18
4208;Aberlering;11741;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.063
3712;Vogelstang;10392;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.045
1435;Alphornstraße;4825;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.16
2485;Viehtrieb;7465;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.117
1378;Claus-von-Stauffenberg-Straße;9880;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.059000000000000004
1075;Glücksburger Weg;3343;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.23800000000000002
1434;Gartenfeldstraße;4895;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.035
1123;Germaniastraße;3515;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.068
3747;Siebenbürger Straße;10468;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.20600000000000002
1438;Laurentiusstraße;4843;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
2676;Siedlerpfad;7875;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.055
764;Im Morchhof;9644;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.164
3998;Seckenheim;11050;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.054
599;Sandrain;9598;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.038
3626;Seckenheim;10211;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.091
486;Waldstraße;6296;L597;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.198
2467;Trappengarten;7415;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.508
388;Wachenburgstraße;6793;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.324
4072;;11326;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.132
3520;Unter dem Holzweg;9984;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.081
2215;Untere Hall;6751;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.547
3417;;9759;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.43
3751;Wallstadt;10474;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.042
1273;Mozartstraße;3954;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.12
2855;Hausammenäcker;8349;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.06
1062;Fabrikstationstraße;3265;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.129
4341;;12700;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.041
925;Voltastraße;3103;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.057
3578;;10099;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.077
3968;Am Hohen Stein;10980;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.167
3452;;9832;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);1.047
3796;Wallstadt;10556;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.127
1995;Mittleres Weidenbergel;6189;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.165
2152;Mittelgewann;6615;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.779
348;Heuweg;6767;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.248
1192;Memeler Straße;4885;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.097
2719;Am Bahnhof;7972;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.149
3190;Grenzhöfer Wald;9290;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.007
1445;Luisenring;4854;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.063
2604;Memeler Straße;7729;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.113
1361;Hans-Böckler-Straße;4240;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.017
856;Käfertaler Straße;4235;L538;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.085
1375;Meeräckerstraße;4287;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.179
389;Waldwinkel;6778;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.132
1191;Lilienthalstraße;4496;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.20500000000000002
2096;Nachtweide;6327;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.028
1346;Sandhofer Straße;4505;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.726
2040;Große Hintere Wiesen;6347;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.925
1815;Hafenstraße;10595;B37;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.026000000000000002
2851;Brandenhorst;8341;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.202
1362;Friedrichsring;4549;;Gemeindestraße;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.07
3177;Wallstadt;10601;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.162
416;Casterfeldstraße;7563;;Bundesstraße Ortsdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.05
3838;Postnitz;10676;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.876
489;Koblenzer Straße;1236;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.099
3734;Hintere Wasserlöcher;10444;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.133
256;Wallstadter Straße;770;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.075
1977;;6140;6/15;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.074
167;Sachsenstraße;796;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.057
2428;Rheinau;7316;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.038
417;Rheinauer Ring;1204;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.211
2255;Blumenauer Bruch;6409;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.201
167;Sachsenstraße;576;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.038
1882;An der Kammerschleuse;5529;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.757
1385;Kattowitzer Zeile;4347;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.17300000000000001
3242;;9370;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.061
159;Alemannenstraße;479;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.116
2038;An der Landesgrenze;6335;7/161;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.214
174;Külsheimer Straße;609;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.07
2145;Die Neue Weid;6599;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.244
396;Lüderitzstraße;1140;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.114
2793;Waldhof-Gartenstadt;8160;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.068
1529;Meerwiesenstraße;4689;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.16
2321;Hinter dem Friedhof (Sandh.);7069;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.11
369;Lauffener Straße;1115;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.026000000000000002
2237;Brunnenfeld;6835;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.10300000000000001
1303;Tannhäuserring;4485;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.058
2134;Die Neue Weid;6581;;Gemeindestraße;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.259
281;Odenwaldstraße;1174;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.082
4102;Parkring;11421;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.048
4221;Rohrhofer Straße;11839;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.055
256;Wallstadter Straße;810;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.038
3380;;9669;;Gemeindestraße;IVc eigenst. Radwege, Geh. und Radwege;0.127
270;Ilvesheimer Straße;891;K9753;Kreisstraße Orstdurchfahrt;IIIa Wohsammel- und Erschließungsstraßen;0.068
4226;Fridtjof-Nansen-Weg;11877;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.082
429;Ida-Dehmel-Ring;6204;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.022
392;Rhenaniastraße;11866;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.064
